Coordinate,Chunk number,Block number
-4382.7,-274,1.300000000000182
-4383.3,-274,0.6999999999998181
4384.3,274,0.3000000000001819
4383.7,273,15.699999999999818
-4383.7,-274,0.3000000000001819
-4384.3,-275,15.699999999999818
4385.3,274,1.300000000000182
4384.7,274,0.6999999999998181
-4384.7,-275,15.300000000000182
-4385.3,-275,14.699999999999818
4386.3,274,2.300000000000182
4385.7,274,1.699999999999818
-4385.7,-275,14.300000000000182
-4386.3,-275,13.699999999999818
4387.3,274,3.300000000000182
4386.7,274,2.699999999999818
-4386.7,-275,13.300000000000182
-4387.3,-275,12.699999999999818
4388.3,274,4.300000000000182
4387.7,274,3.699999999999818
-4387.7,-275,12.300000000000182
-4388.3,-275,11.699999999999818
4389.3,274,5.300000000000182
4388.7,274,4.699999999999818
-4388.7,-275,11.300000000000182
-4389.3,-275,10.699999999999818
4390.3,274,6.300000000000182
4389.7,274,5.699999999999818
-4389.7,-275,10.300000000000182
-4390.3,-275,9.699999999999818
4391.3,274,7.300000000000182
4390.7,274,6.699999999999818
-4390.7,-275,9.300000000000182
-4391.3,-275,8.699999999999818
4392.3,274,8.300000000000182
4391.7,274,7.699999999999818
-4391.7,-275,8.300000000000182
-4392.3,-275,7.699999999999818
4393.3,274,9.300000000000182
4392.7,274,8.699999999999818
-4392.7,-275,7.300000000000182
-4393.3,-275,6.699999999999818
4394.3,274,10.300000000000182
4393.7,274,9.699999999999818
-4393.7,-275,6.300000000000182
-4394.3,-275,5.699999999999818
4395.3,274,11.300000000000182
4394.7,274,10.699999999999818
-4394.7,-275,5.300000000000182
-4395.3,-275,4.699999999999818
4396.3,274,12.300000000000182
4395.7,274,11.699999999999818
-4395.7,-275,4.300000000000182
-4396.3,-275,3.699999999999818
4397.3,274,13.300000000000182
4396.7,274,12.699999999999818
-4396.7,-275,3.300000000000182
-4397.3,-275,2.699999999999818
4398.3,274,14.300000000000182
4397.7,274,13.699999999999818
-4397.7,-275,2.300000000000182
-4398.3,-275,1.699999999999818
4399.3,274,15.300000000000182
4398.7,274,14.699999999999818
-4398.7,-275,1.300000000000182
-4399.3,-275,0.6999999999998181
4400.3,275,0.3000000000001819
4399.7,274,15.699999999999818
-4399.7,-275,0.3000000000001819
-4400.3,-276,15.699999999999818
4401.3,275,1.300000000000182
4400.7,275,0.6999999999998181
-4400.7,-276,15.300000000000182
-4401.3,-276,14.699999999999818
4402.3,275,2.300000000000182
4401.7,275,1.699999999999818
-4401.7,-276,14.300000000000182
-4402.3,-276,13.699999999999818
4403.3,275,3.300000000000182
4402.7,275,2.699999999999818
-4402.7,-276,13.300000000000182
-4403.3,-276,12.699999999999818
4404.3,275,4.300000000000182
4403.7,275,3.699999999999818
-4403.7,-276,12.300000000000182
-4404.3,-276,11.699999999999818
4405.3,275,5.300000000000182
4404.7,275,4.699999999999818
-4404.7,-276,11.300000000000182
-4405.3,-276,10.699999999999818
4406.3,275,6.300000000000182
4405.7,275,5.699999999999818
-4405.7,-276,10.300000000000182
-4406.3,-276,9.699999999999818
4407.3,275,7.300000000000182
4406.7,275,6.699999999999818
-4406.7,-276,9.300000000000182
-4407.3,-276,8.699999999999818
4408.3,275,8.300000000000182
4407.7,275,7.699999999999818
-4407.7,-276,8.300000000000182
-4408.3,-276,7.699999999999818
4409.3,275,9.300000000000182
4408.7,275,8.699999999999818
-4408.7,-276,7.300000000000182
-4409.3,-276,6.699999999999818
4410.3,275,10.300000000000182
4409.7,275,9.699999999999818
-4409.7,-276,6.300000000000182
-4410.3,-276,5.699999999999818
4411.3,275,11.300000000000182
4410.7,275,10.699999999999818
-4410.7,-276,5.300000000000182
-4411.3,-276,4.699999999999818
4412.3,275,12.300000000000182
4411.7,275,11.699999999999818
-4411.7,-276,4.300000000000182
-4412.3,-276,3.699999999999818
4413.3,275,13.300000000000182
4412.7,275,12.699999999999818
-4412.7,-276,3.300000000000182
-4413.3,-276,2.699999999999818
4414.3,275,14.300000000000182
4413.7,275,13.699999999999818
-4413.7,-276,2.300000000000182
-4414.3,-276,1.699999999999818
4415.3,275,15.300000000000182
4414.7,275,14.699999999999818
-4414.7,-276,1.300000000000182
-4415.3,-276,0.6999999999998181
4416.3,276,0.3000000000001819
4415.7,275,15.699999999999818
-4415.7,-276,0.3000000000001819
-4416.3,-277,15.699999999999818
4417.3,276,1.300000000000182
4416.7,276,0.6999999999998181
-4416.7,-277,15.300000000000182
-4417.3,-277,14.699999999999818
4418.3,276,2.300000000000182
4417.7,276,1.699999999999818
-4417.7,-277,14.300000000000182
-4418.3,-277,13.699999999999818
4419.3,276,3.300000000000182
4418.7,276,2.699999999999818
-4418.7,-277,13.300000000000182
-4419.3,-277,12.699999999999818
4420.3,276,4.300000000000182
4419.7,276,3.699999999999818
-4419.7,-277,12.300000000000182
-4420.3,-277,11.699999999999818
4421.3,276,5.300000000000182
4420.7,276,4.699999999999818
-4420.7,-277,11.300000000000182
-4421.3,-277,10.699999999999818
4422.3,276,6.300000000000182
4421.7,276,5.699999999999818
-4421.7,-277,10.300000000000182
-4422.3,-277,9.699999999999818
4423.3,276,7.300000000000182
4422.7,276,6.699999999999818
-4422.7,-277,9.300000000000182
-4423.3,-277,8.699999999999818
4424.3,276,8.300000000000182
4423.7,276,7.699999999999818
-4423.7,-277,8.300000000000182
-4424.3,-277,7.699999999999818
4425.3,276,9.300000000000182
4424.7,276,8.699999999999818
-4424.7,-277,7.300000000000182
-4425.3,-277,6.699999999999818
4426.3,276,10.300000000000182
4425.7,276,9.699999999999818
-4425.7,-277,6.300000000000182
-4426.3,-277,5.699999999999818
4427.3,276,11.300000000000182
4426.7,276,10.699999999999818
-4426.7,-277,5.300000000000182
-4427.3,-277,4.699999999999818
4428.3,276,12.300000000000182
4427.7,276,11.699999999999818
-4427.7,-277,4.300000000000182
-4428.3,-277,3.699999999999818
4429.3,276,13.300000000000182
4428.7,276,12.699999999999818
-4428.7,-277,3.300000000000182
-4429.3,-277,2.699999999999818
4430.3,276,14.300000000000182
4429.7,276,13.699999999999818
-4429.7,-277,2.300000000000182
-4430.3,-277,1.699999999999818
4431.3,276,15.300000000000182
4430.7,276,14.699999999999818
-4430.7,-277,1.300000000000182
-4431.3,-277,0.6999999999998181
4432.3,277,0.3000000000001819
4431.7,276,15.699999999999818
-4431.7,-277,0.3000000000001819
-4432.3,-278,15.699999999999818
4433.3,277,1.300000000000182
4432.7,277,0.6999999999998181
-4432.7,-278,15.300000000000182
-4433.3,-278,14.699999999999818
4434.3,277,2.300000000000182
4433.7,277,1.699999999999818
-4433.7,-278,14.300000000000182
-4434.3,-278,13.699999999999818
4435.3,277,3.300000000000182
4434.7,277,2.699999999999818
-4434.7,-278,13.300000000000182
-4435.3,-278,12.699999999999818
4436.3,277,4.300000000000182
4435.7,277,3.699999999999818
-4435.7,-278,12.300000000000182
-4436.3,-278,11.699999999999818
4437.3,277,5.300000000000182
4436.7,277,4.699999999999818
-4436.7,-278,11.300000000000182
-4437.3,-278,10.699999999999818
4438.3,277,6.300000000000182
4437.7,277,5.699999999999818
-4437.7,-278,10.300000000000182
-4438.3,-278,9.699999999999818
4439.3,277,7.300000000000182
4438.7,277,6.699999999999818
-4438.7,-278,9.300000000000182
-4439.3,-278,8.699999999999818
4440.3,277,8.300000000000182
4439.7,277,7.699999999999818
-4439.7,-278,8.300000000000182
-4440.3,-278,7.699999999999818
4441.3,277,9.300000000000182
4440.7,277,8.699999999999818
-4440.7,-278,7.300000000000182
-4441.3,-278,6.699999999999818
4442.3,277,10.300000000000182
4441.7,277,9.699999999999818
-4441.7,-278,6.300000000000182
-4442.3,-278,5.699999999999818
4443.3,277,11.300000000000182
4442.7,277,10.699999999999818
-4442.7,-278,5.300000000000182
-4443.3,-278,4.699999999999818
4444.3,277,12.300000000000182
4443.7,277,11.699999999999818
-4443.7,-278,4.300000000000182
-4444.3,-278,3.699999999999818
4445.3,277,13.300000000000182
4444.7,277,12.699999999999818
-4444.7,-278,3.300000000000182
-4445.3,-278,2.699999999999818
4446.3,277,14.300000000000182
4445.7,277,13.699999999999818
-4445.7,-278,2.300000000000182
-4446.3,-278,1.699999999999818
4447.3,277,15.300000000000182
4446.7,277,14.699999999999818
-4446.7,-278,1.300000000000182
-4447.3,-278,0.6999999999998181
4448.3,278,0.3000000000001819
4447.7,277,15.699999999999818
-4447.7,-278,0.3000000000001819
-4448.3,-279,15.699999999999818
4449.3,278,1.300000000000182
4448.7,278,0.6999999999998181
-4448.7,-279,15.300000000000182
-4449.3,-279,14.699999999999818
4450.3,278,2.300000000000182
4449.7,278,1.699999999999818
-4449.7,-279,14.300000000000182
-4450.3,-279,13.699999999999818
4451.3,278,3.300000000000182
4450.7,278,2.699999999999818
-4450.7,-279,13.300000000000182
-4451.3,-279,12.699999999999818
4452.3,278,4.300000000000182
4451.7,278,3.699999999999818
-4451.7,-279,12.300000000000182
-4452.3,-279,11.699999999999818
4453.3,278,5.300000000000182
4452.7,278,4.699999999999818
-4452.7,-279,11.300000000000182
-4453.3,-279,10.699999999999818
4454.3,278,6.300000000000182
4453.7,278,5.699999999999818
-4453.7,-279,10.300000000000182
-4454.3,-279,9.699999999999818
4455.3,278,7.300000000000182
4454.7,278,6.699999999999818
-4454.7,-279,9.300000000000182
-4455.3,-279,8.699999999999818
4456.3,278,8.300000000000182
4455.7,278,7.699999999999818
-4455.7,-279,8.300000000000182
-4456.3,-279,7.699999999999818
4457.3,278,9.300000000000182
4456.7,278,8.699999999999818
-4456.7,-279,7.300000000000182
-4457.3,-279,6.699999999999818
4458.3,278,10.300000000000182
4457.7,278,9.699999999999818
-4457.7,-279,6.300000000000182
-4458.3,-279,5.699999999999818
4459.3,278,11.300000000000182
4458.7,278,10.699999999999818
-4458.7,-279,5.300000000000182
-4459.3,-279,4.699999999999818
4460.3,278,12.300000000000182
4459.7,278,11.699999999999818
-4459.7,-279,4.300000000000182
-4460.3,-279,3.699999999999818
4461.3,278,13.300000000000182
4460.7,278,12.699999999999818
-4460.7,-279,3.300000000000182
-4461.3,-279,2.699999999999818
4462.3,278,14.300000000000182
4461.7,278,13.699999999999818
-4461.7,-279,2.300000000000182
-4462.3,-279,1.699999999999818
4463.3,278,15.300000000000182
4462.7,278,14.699999999999818
-4462.7,-279,1.300000000000182
-4463.3,-279,0.6999999999998181
4464.3,279,0.3000000000001819
4463.7,278,15.699999999999818
-4463.7,-279,0.3000000000001819
-4464.3,-280,15.699999999999818
4465.3,279,1.300000000000182
4464.7,279,0.6999999999998181
-4464.7,-280,15.300000000000182
-4465.3,-280,14.699999999999818
4466.3,279,2.300000000000182
4465.7,279,1.699999999999818
-4465.7,-280,14.300000000000182
-4466.3,-280,13.699999999999818
4467.3,279,3.300000000000182
4466.7,279,2.699999999999818
-4466.7,-280,13.300000000000182
-4467.3,-280,12.699999999999818
4468.3,279,4.300000000000182
4467.7,279,3.699999999999818
-4467.7,-280,12.300000000000182
-4468.3,-280,11.699999999999818
4469.3,279,5.300000000000182
4468.7,279,4.699999999999818
-4468.7,-280,11.300000000000182
-4469.3,-280,10.699999999999818
4470.3,279,6.300000000000182
4469.7,279,5.699999999999818
-4469.7,-280,10.300000000000182
-4470.3,-280,9.699999999999818
4471.3,279,7.300000000000182
4470.7,279,6.699999999999818
-4470.7,-280,9.300000000000182
-4471.3,-280,8.699999999999818
4472.3,279,8.300000000000182
4471.7,279,7.699999999999818
-4471.7,-280,8.300000000000182
-4472.3,-280,7.699999999999818
4473.3,279,9.300000000000182
4472.7,279,8.699999999999818
-4472.7,-280,7.300000000000182
-4473.3,-280,6.699999999999818
4474.3,279,10.300000000000182
4473.7,279,9.699999999999818
-4473.7,-280,6.300000000000182
-4474.3,-280,5.699999999999818
4475.3,279,11.300000000000182
4474.7,279,10.699999999999818
-4474.7,-280,5.300000000000182
-4475.3,-280,4.699999999999818
4476.3,279,12.300000000000182
4475.7,279,11.699999999999818
-4475.7,-280,4.300000000000182
-4476.3,-280,3.699999999999818
4477.3,279,13.300000000000182
4476.7,279,12.699999999999818
-4476.7,-280,3.300000000000182
-4477.3,-280,2.699999999999818
4478.3,279,14.300000000000182
4477.7,279,13.699999999999818
-4477.7,-280,2.300000000000182
-4478.3,-280,1.699999999999818
4479.3,279,15.300000000000182
4478.7,279,14.699999999999818
-4478.7,-280,1.300000000000182
-4479.3,-280,0.6999999999998181
4480.3,280,0.3000000000001819
4479.7,279,15.699999999999818
-4479.7,-280,0.3000000000001819
-4480.3,-281,15.699999999999818
4481.3,280,1.300000000000182
4480.7,280,0.6999999999998181
-4480.7,-281,15.300000000000182
-4481.3,-281,14.699999999999818
4482.3,280,2.300000000000182
4481.7,280,1.699999999999818
-4481.7,-281,14.300000000000182
-4482.3,-281,13.699999999999818
4483.3,280,3.300000000000182
4482.7,280,2.699999999999818
-4482.7,-281,13.300000000000182
-4483.3,-281,12.699999999999818
4484.3,280,4.300000000000182
4483.7,280,3.699999999999818
-4483.7,-281,12.300000000000182
-4484.3,-281,11.699999999999818
4485.3,280,5.300000000000182
4484.7,280,4.699999999999818
-4484.7,-281,11.300000000000182
-4485.3,-281,10.699999999999818
4486.3,280,6.300000000000182
4485.7,280,5.699999999999818
-4485.7,-281,10.300000000000182
-4486.3,-281,9.699999999999818
4487.3,280,7.300000000000182
4486.7,280,6.699999999999818
-4486.7,-281,9.300000000000182
-4487.3,-281,8.699999999999818
4488.3,280,8.300000000000182
4487.7,280,7.699999999999818
-4487.7,-281,8.300000000000182
-4488.3,-281,7.699999999999818
4489.3,280,9.300000000000182
4488.7,280,8.699999999999818
-4488.7,-281,7.300000000000182
-4489.3,-281,6.699999999999818
4490.3,280,10.300000000000182
4489.7,280,9.699999999999818
-4489.7,-281,6.300000000000182
-4490.3,-281,5.699999999999818
4491.3,280,11.300000000000182
4490.7,280,10.699999999999818
-4490.7,-281,5.300000000000182
-4491.3,-281,4.699999999999818
4492.3,280,12.300000000000182
4491.7,280,11.699999999999818
-4491.7,-281,4.300000000000182
-4492.3,-281,3.699999999999818
4493.3,280,13.300000000000182
4492.7,280,12.699999999999818
-4492.7,-281,3.300000000000182
-4493.3,-281,2.699999999999818
4494.3,280,14.300000000000182
4493.7,280,13.699999999999818
-4493.7,-281,2.300000000000182
-4494.3,-281,1.699999999999818
4495.3,280,15.300000000000182
4494.7,280,14.699999999999818
-4494.7,-281,1.300000000000182
-4495.3,-281,0.6999999999998181
4496.3,281,0.3000000000001819
4495.7,280,15.699999999999818
-4495.7,-281,0.3000000000001819
-4496.3,-282,15.699999999999818
4497.3,281,1.300000000000182
4496.7,281,0.6999999999998181
-4496.7,-282,15.300000000000182
-4497.3,-282,14.699999999999818
4498.3,281,2.300000000000182
4497.7,281,1.699999999999818
-4497.7,-282,14.300000000000182
-4498.3,-282,13.699999999999818
4499.3,281,3.300000000000182
4498.7,281,2.699999999999818
-4498.7,-282,13.300000000000182
-4499.3,-282,12.699999999999818
4500.3,281,4.300000000000182
4499.7,281,3.699999999999818
-4499.7,-282,12.300000000000182
-4500.3,-282,11.699999999999818
4501.3,281,5.300000000000182
4500.7,281,4.699999999999818
-4500.7,-282,11.300000000000182
-4501.3,-282,10.699999999999818
4502.3,281,6.300000000000182
4501.7,281,5.699999999999818
-4501.7,-282,10.300000000000182
-4502.3,-282,9.699999999999818
4503.3,281,7.300000000000182
4502.7,281,6.699999999999818
-4502.7,-282,9.300000000000182
-4503.3,-282,8.699999999999818
4504.3,281,8.300000000000182
4503.7,281,7.699999999999818
-4503.7,-282,8.300000000000182
-4504.3,-282,7.699999999999818
4505.3,281,9.300000000000182
4504.7,281,8.699999999999818
-4504.7,-282,7.300000000000182
-4505.3,-282,6.699999999999818
4506.3,281,10.300000000000182
4505.7,281,9.699999999999818
-4505.7,-282,6.300000000000182
-4506.3,-282,5.699999999999818
4507.3,281,11.300000000000182
4506.7,281,10.699999999999818
-4506.7,-282,5.300000000000182
-4507.3,-282,4.699999999999818
4508.3,281,12.300000000000182
4507.7,281,11.699999999999818
-4507.7,-282,4.300000000000182
-4508.3,-282,3.699999999999818
4509.3,281,13.300000000000182
4508.7,281,12.699999999999818
-4508.7,-282,3.300000000000182
-4509.3,-282,2.699999999999818
4510.3,281,14.300000000000182
4509.7,281,13.699999999999818
-4509.7,-282,2.300000000000182
-4510.3,-282,1.699999999999818
4511.3,281,15.300000000000182
4510.7,281,14.699999999999818
-4510.7,-282,1.300000000000182
-4511.3,-282,0.6999999999998181
4512.3,282,0.3000000000001819
4511.7,281,15.699999999999818
-4511.7,-282,0.3000000000001819
-4512.3,-283,15.699999999999818
4513.3,282,1.300000000000182
4512.7,282,0.6999999999998181
-4512.7,-283,15.300000000000182
-4513.3,-283,14.699999999999818
4514.3,282,2.300000000000182
4513.7,282,1.699999999999818
-4513.7,-283,14.300000000000182
-4514.3,-283,13.699999999999818
4515.3,282,3.300000000000182
4514.7,282,2.699999999999818
-4514.7,-283,13.300000000000182
-4515.3,-283,12.699999999999818
4516.3,282,4.300000000000182
4515.7,282,3.699999999999818
-4515.7,-283,12.300000000000182
-4516.3,-283,11.699999999999818
4517.3,282,5.300000000000182
4516.7,282,4.699999999999818
-4516.7,-283,11.300000000000182
-4517.3,-283,10.699999999999818
4518.3,282,6.300000000000182
4517.7,282,5.699999999999818
-4517.7,-283,10.300000000000182
-4518.3,-283,9.699999999999818
4519.3,282,7.300000000000182
4518.7,282,6.699999999999818
-4518.7,-283,9.300000000000182
-4519.3,-283,8.699999999999818
4520.3,282,8.300000000000182
4519.7,282,7.699999999999818
-4519.7,-283,8.300000000000182
-4520.3,-283,7.699999999999818
4521.3,282,9.300000000000182
4520.7,282,8.699999999999818
-4520.7,-283,7.300000000000182
-4521.3,-283,6.699999999999818
4522.3,282,10.300000000000182
4521.7,282,9.699999999999818
-4521.7,-283,6.300000000000182
-4522.3,-283,5.699999999999818
4523.3,282,11.300000000000182
4522.7,282,10.699999999999818
-4522.7,-283,5.300000000000182
-4523.3,-283,4.699999999999818
4524.3,282,12.300000000000182
4523.7,282,11.699999999999818
-4523.7,-283,4.300000000000182
-4524.3,-283,3.699999999999818
4525.3,282,13.300000000000182
4524.7,282,12.699999999999818
-4524.7,-283,3.300000000000182
-4525.3,-283,2.699999999999818
4526.3,282,14.300000000000182
4525.7,282,13.699999999999818
-4525.7,-283,2.300000000000182
-4526.3,-283,1.699999999999818
4527.3,282,15.300000000000182
4526.7,282,14.699999999999818
-4526.7,-283,1.300000000000182
-4527.3,-283,0.6999999999998181
4528.3,283,0.3000000000001819
4527.7,282,15.699999999999818
-4527.7,-283,0.3000000000001819
-4528.3,-284,15.699999999999818
4529.3,283,1.300000000000182
4528.7,283,0.6999999999998181
-4528.7,-284,15.300000000000182
-4529.3,-284,14.699999999999818
4530.3,283,2.300000000000182
4529.7,283,1.699999999999818
-4529.7,-284,14.300000000000182
-4530.3,-284,13.699999999999818
4531.3,283,3.300000000000182
4530.7,283,2.699999999999818
-4530.7,-284,13.300000000000182
-4531.3,-284,12.699999999999818
4532.3,283,4.300000000000182
4531.7,283,3.699999999999818
-4531.7,-284,12.300000000000182
-4532.3,-284,11.699999999999818
4533.3,283,5.300000000000182
4532.7,283,4.699999999999818
-4532.7,-284,11.300000000000182
-4533.3,-284,10.699999999999818
4534.3,283,6.300000000000182
4533.7,283,5.699999999999818
-4533.7,-284,10.300000000000182
-4534.3,-284,9.699999999999818
4535.3,283,7.300000000000182
4534.7,283,6.699999999999818
-4534.7,-284,9.300000000000182
-4535.3,-284,8.699999999999818
4536.3,283,8.300000000000182
4535.7,283,7.699999999999818
-4535.7,-284,8.300000000000182
-4536.3,-284,7.699999999999818
4537.3,283,9.300000000000182
4536.7,283,8.699999999999818
-4536.7,-284,7.300000000000182
-4537.3,-284,6.699999999999818
4538.3,283,10.300000000000182
4537.7,283,9.699999999999818
-4537.7,-284,6.300000000000182
-4538.3,-284,5.699999999999818
4539.3,283,11.300000000000182
4538.7,283,10.699999999999818
-4538.7,-284,5.300000000000182
-4539.3,-284,4.699999999999818
4540.3,283,12.300000000000182
4539.7,283,11.699999999999818
-4539.7,-284,4.300000000000182
-4540.3,-284,3.699999999999818
4541.3,283,13.300000000000182
4540.7,283,12.699999999999818
-4540.7,-284,3.300000000000182
-4541.3,-284,2.699999999999818
4542.3,283,14.300000000000182
4541.7,283,13.699999999999818
-4541.7,-284,2.300000000000182
-4542.3,-284,1.699999999999818
4543.3,283,15.300000000000182
4542.7,283,14.699999999999818
-4542.7,-284,1.300000000000182
-4543.3,-284,0.6999999999998181
4544.3,284,0.3000000000001819
4543.7,283,15.699999999999818
-4543.7,-284,0.3000000000001819
-4544.3,-285,15.699999999999818
4545.3,284,1.300000000000182
4544.7,284,0.6999999999998181
-4544.7,-285,15.300000000000182
-4545.3,-285,14.699999999999818
4546.3,284,2.300000000000182
4545.7,284,1.699999999999818
-4545.7,-285,14.300000000000182
-4546.3,-285,13.699999999999818
4547.3,284,3.300000000000182
4546.7,284,2.699999999999818
-4546.7,-285,13.300000000000182
-4547.3,-285,12.699999999999818
4548.3,284,4.300000000000182
4547.7,284,3.699999999999818
-4547.7,-285,12.300000000000182
-4548.3,-285,11.699999999999818
4549.3,284,5.300000000000182
4548.7,284,4.699999999999818
-4548.7,-285,11.300000000000182
-4549.3,-285,10.699999999999818
4550.3,284,6.300000000000182
4549.7,284,5.699999999999818
-4549.7,-285,10.300000000000182
-4550.3,-285,9.699999999999818
4551.3,284,7.300000000000182
4550.7,284,6.699999999999818
-4550.7,-285,9.300000000000182
-4551.3,-285,8.699999999999818
4552.3,284,8.300000000000182
4551.7,284,7.699999999999818
-4551.7,-285,8.300000000000182
-4552.3,-285,7.699999999999818
4553.3,284,9.300000000000182
4552.7,284,8.699999999999818
-4552.7,-285,7.300000000000182
-4553.3,-285,6.699999999999818
4554.3,284,10.300000000000182
4553.7,284,9.699999999999818
-4553.7,-285,6.300000000000182
-4554.3,-285,5.699999999999818
4555.3,284,11.300000000000182
4554.7,284,10.699999999999818
-4554.7,-285,5.300000000000182
-4555.3,-285,4.699999999999818
4556.3,284,12.300000000000182
4555.7,284,11.699999999999818
-4555.7,-285,4.300000000000182
-4556.3,-285,3.699999999999818
4557.3,284,13.300000000000182
4556.7,284,12.699999999999818
-4556.7,-285,3.300000000000182
-4557.3,-285,2.699999999999818
4558.3,284,14.300000000000182
4557.7,284,13.699999999999818
-4557.7,-285,2.300000000000182
-4558.3,-285,1.699999999999818
4559.3,284,15.300000000000182
4558.7,284,14.699999999999818
-4558.7,-285,1.300000000000182
-4559.3,-285,0.6999999999998181
4560.3,285,0.3000000000001819
4559.7,284,15.699999999999818
-4559.7,-285,0.3000000000001819
-4560.3,-286,15.699999999999818
4561.3,285,1.300000000000182
4560.7,285,0.6999999999998181
-4560.7,-286,15.300000000000182
-4561.3,-286,14.699999999999818
4562.3,285,2.300000000000182
4561.7,285,1.699999999999818
-4561.7,-286,14.300000000000182
-4562.3,-286,13.699999999999818
4563.3,285,3.300000000000182
4562.7,285,2.699999999999818
-4562.7,-286,13.300000000000182
-4563.3,-286,12.699999999999818
4564.3,285,4.300000000000182
4563.7,285,3.699999999999818
-4563.7,-286,12.300000000000182
-4564.3,-286,11.699999999999818
4565.3,285,5.300000000000182
4564.7,285,4.699999999999818
-4564.7,-286,11.300000000000182
-4565.3,-286,10.699999999999818
4566.3,285,6.300000000000182
4565.7,285,5.699999999999818
-4565.7,-286,10.300000000000182
-4566.3,-286,9.699999999999818
4567.3,285,7.300000000000182
4566.7,285,6.699999999999818
-4566.7,-286,9.300000000000182
-4567.3,-286,8.699999999999818
4568.3,285,8.300000000000182
4567.7,285,7.699999999999818
-4567.7,-286,8.300000000000182
-4568.3,-286,7.699999999999818
4569.3,285,9.300000000000182
4568.7,285,8.699999999999818
-4568.7,-286,7.300000000000182
-4569.3,-286,6.699999999999818
4570.3,285,10.300000000000182
4569.7,285,9.699999999999818
-4569.7,-286,6.300000000000182
-4570.3,-286,5.699999999999818
4571.3,285,11.300000000000182
4570.7,285,10.699999999999818
-4570.7,-286,5.300000000000182
-4571.3,-286,4.699999999999818
4572.3,285,12.300000000000182
4571.7,285,11.699999999999818
-4571.7,-286,4.300000000000182
-4572.3,-286,3.699999999999818
4573.3,285,13.300000000000182
4572.7,285,12.699999999999818
-4572.7,-286,3.300000000000182
-4573.3,-286,2.699999999999818
4574.3,285,14.300000000000182
4573.7,285,13.699999999999818
-4573.7,-286,2.300000000000182
-4574.3,-286,1.699999999999818
4575.3,285,15.300000000000182
4574.7,285,14.699999999999818
-4574.7,-286,1.300000000000182
-4575.3,-286,0.6999999999998181
4576.3,286,0.3000000000001819
4575.7,285,15.699999999999818
-4575.7,-286,0.3000000000001819
-4576.3,-287,15.699999999999818
4577.3,286,1.300000000000182
4576.7,286,0.6999999999998181
-4576.7,-287,15.300000000000182
-4577.3,-287,14.699999999999818
4578.3,286,2.300000000000182
4577.7,286,1.699999999999818
-4577.7,-287,14.300000000000182
-4578.3,-287,13.699999999999818
4579.3,286,3.300000000000182
4578.7,286,2.699999999999818
-4578.7,-287,13.300000000000182
-4579.3,-287,12.699999999999818
4580.3,286,4.300000000000182
4579.7,286,3.699999999999818
-4579.7,-287,12.300000000000182
-4580.3,-287,11.699999999999818
4581.3,286,5.300000000000182
4580.7,286,4.699999999999818
-4580.7,-287,11.300000000000182
-4581.3,-287,10.699999999999818
4582.3,286,6.300000000000182
4581.7,286,5.699999999999818
-4581.7,-287,10.300000000000182
-4582.3,-287,9.699999999999818
4583.3,286,7.300000000000182
4582.7,286,6.699999999999818
-4582.7,-287,9.300000000000182
-4583.3,-287,8.699999999999818
4584.3,286,8.300000000000182
4583.7,286,7.699999999999818
-4583.7,-287,8.300000000000182
-4584.3,-287,7.699999999999818
4585.3,286,9.300000000000182
4584.7,286,8.699999999999818
-4584.7,-287,7.300000000000182
-4585.3,-287,6.699999999999818
4586.3,286,10.300000000000182
4585.7,286,9.699999999999818
-4585.7,-287,6.300000000000182
-4586.3,-287,5.699999999999818
4587.3,286,11.300000000000182
4586.7,286,10.699999999999818
-4586.7,-287,5.300000000000182
-4587.3,-287,4.699999999999818
4588.3,286,12.300000000000182
4587.7,286,11.699999999999818
-4587.7,-287,4.300000000000182
-4588.3,-287,3.699999999999818
4589.3,286,13.300000000000182
4588.7,286,12.699999999999818
-4588.7,-287,3.300000000000182
-4589.3,-287,2.699999999999818
4590.3,286,14.300000000000182
4589.7,286,13.699999999999818
-4589.7,-287,2.300000000000182
-4590.3,-287,1.699999999999818
4591.3,286,15.300000000000182
4590.7,286,14.699999999999818
-4590.7,-287,1.300000000000182
-4591.3,-287,0.6999999999998181
4592.3,287,0.3000000000001819
4591.7,286,15.699999999999818
-4591.7,-287,0.3000000000001819
-4592.3,-288,15.699999999999818
4593.3,287,1.300000000000182
4592.7,287,0.6999999999998181
-4592.7,-288,15.300000000000182
-4593.3,-288,14.699999999999818
4594.3,287,2.300000000000182
4593.7,287,1.699999999999818
-4593.7,-288,14.300000000000182
-4594.3,-288,13.699999999999818
4595.3,287,3.300000000000182
4594.7,287,2.699999999999818
-4594.7,-288,13.300000000000182
-4595.3,-288,12.699999999999818
4596.3,287,4.300000000000182
4595.7,287,3.699999999999818
-4595.7,-288,12.300000000000182
-4596.3,-288,11.699999999999818
4597.3,287,5.300000000000182
4596.7,287,4.699999999999818
-4596.7,-288,11.300000000000182
-4597.3,-288,10.699999999999818
4598.3,287,6.300000000000182
4597.7,287,5.699999999999818
-4597.7,-288,10.300000000000182
-4598.3,-288,9.699999999999818
4599.3,287,7.300000000000182
4598.7,287,6.699999999999818
-4598.7,-288,9.300000000000182
-4599.3,-288,8.699999999999818
4600.3,287,8.300000000000182
4599.7,287,7.699999999999818
-4599.7,-288,8.300000000000182
-4600.3,-288,7.699999999999818
