Coordinate,Chunk number,Block number
1142.7,71,6.7000000000000455
-1142.7,-72,9.299999999999955
-1143.3,-72,8.700000000000045
1144.3,71,8.299999999999955
1143.7,71,7.7000000000000455
-1143.7,-72,8.299999999999955
-1144.3,-72,7.7000000000000455
1145.3,71,9.299999999999955
1144.7,71,8.700000000000045
-1144.7,-72,7.2999999999999545
-1145.3,-72,6.7000000000000455
1146.3,71,10.299999999999955
1145.7,71,9.700000000000045
-1145.7,-72,6.2999999999999545
-1146.3,-72,5.7000000000000455
1147.3,71,11.299999999999955
1146.7,71,10.700000000000045
-1146.7,-72,5.2999999999999545
-1147.3,-72,4.7000000000000455
1148.3,71,12.299999999999955
1147.7,71,11.700000000000045
-1147.7,-72,4.2999999999999545
-1148.3,-72,3.7000000000000455
1149.3,71,13.299999999999955
1148.7,71,12.700000000000045
-1148.7,-72,3.2999999999999545
-1149.3,-72,2.7000000000000455
1150.3,71,14.299999999999955
1149.7,71,13.700000000000045
-1149.7,-72,2.2999999999999545
-1150.3,-72,1.7000000000000455
1151.3,71,15.299999999999955
1150.7,71,14.700000000000045
-1150.7,-72,1.2999999999999545
-1151.3,-72,0.7000000000000455
1152.3,72,0.2999999999999545
1151.7,71,15.700000000000045
-1151.7,-72,0.2999999999999545
-1152.3,-73,15.700000000000045
1153.3,72,1.2999999999999545
1152.7,72,0.7000000000000455
-1152.7,-73,15.299999999999955
-1153.3,-73,14.700000000000045
1154.3,72,2.2999999999999545
1153.7,72,1.7000000000000455
-1153.7,-73,14.299999999999955
-1154.3,-73,13.700000000000045
1155.3,72,3.2999999999999545
1154.7,72,2.7000000000000455
-1154.7,-73,13.299999999999955
-1155.3,-73,12.700000000000045
1156.3,72,4.2999999999999545
1155.7,72,3.7000000000000455
-1155.7,-73,12.299999999999955
-1156.3,-73,11.700000000000045
1157.3,72,5.2999999999999545
1156.7,72,4.7000000000000455
-1156.7,-73,11.299999999999955
-1157.3,-73,10.700000000000045
1158.3,72,6.2999999999999545
1157.7,72,5.7000000000000455
-1157.7,-73,10.299999999999955
-1158.3,-73,9.700000000000045
1159.3,72,7.2999999999999545
1158.7,72,6.7000000000000455
-1158.7,-73,9.299999999999955
-1159.3,-73,8.700000000000045
1160.3,72,8.299999999999955
1159.7,72,7.7000000000000455
-1159.7,-73,8.299999999999955
-1160.3,-73,7.7000000000000455
1161.3,72,9.299999999999955
1160.7,72,8.700000000000045
-1160.7,-73,7.2999999999999545
-1161.3,-73,6.7000000000000455
1162.3,72,10.299999999999955
1161.7,72,9.700000000000045
-1161.7,-73,6.2999999999999545
-1162.3,-73,5.7000000000000455
1163.3,72,11.299999999999955
1162.7,72,10.700000000000045
-1162.7,-73,5.2999999999999545
-1163.3,-73,4.7000000000000455
1164.3,72,12.299999999999955
1163.7,72,11.700000000000045
-1163.7,-73,4.2999999999999545
-1164.3,-73,3.7000000000000455
1165.3,72,13.299999999999955
1164.7,72,12.700000000000045
-1164.7,-73,3.2999999999999545
-1165.3,-73,2.7000000000000455
1166.3,72,14.299999999999955
1165.7,72,13.700000000000045
-1165.7,-73,2.2999999999999545
-1166.3,-73,1.7000000000000455
1167.3,72,15.299999999999955
1166.7,72,14.700000000000045
-1166.7,-73,1.2999999999999545
-1167.3,-73,0.7000000000000455
1168.3,73,0.2999999999999545
1167.7,72,15.700000000000045
-1167.7,-73,0.2999999999999545
-1168.3,-74,15.700000000000045
1169.3,73,1.2999999999999545
1168.7,73,0.7000000000000455
-1168.7,-74,15.299999999999955
-1169.3,-74,14.700000000000045
1170.3,73,2.2999999999999545
1169.7,73,1.7000000000000455
-1169.7,-74,14.299999999999955
-1170.3,-74,13.700000000000045
1171.3,73,3.2999999999999545
1170.7,73,2.7000000000000455
-1170.7,-74,13.299999999999955
-1171.3,-74,12.700000000000045
1172.3,73,4.2999999999999545
1171.7,73,3.7000000000000455
-1171.7,-74,12.299999999999955
-1172.3,-74,11.700000000000045
1173.3,73,5.2999999999999545
1172.7,73,4.7000000000000455
-1172.7,-74,11.299999999999955
-1173.3,-74,10.700000000000045
1174.3,73,6.2999999999999545
1173.7,73,5.7000000000000455
-1173.7,-74,10.299999999999955
-1174.3,-74,9.700000000000045
1175.3,73,7.2999999999999545
1174.7,73,6.7000000000000455
-1174.7,-74,9.299999999999955
-1175.3,-74,8.700000000000045
1176.3,73,8.299999999999955
1175.7,73,7.7000000000000455
-1175.7,-74,8.299999999999955
-1176.3,-74,7.7000000000000455
1177.3,73,9.299999999999955
1176.7,73,8.700000000000045
-1176.7,-74,7.2999999999999545
-1177.3,-74,6.7000000000000455
1178.3,73,10.299999999999955
1177.7,73,9.700000000000045
-1177.7,-74,6.2999999999999545
-1178.3,-74,5.7000000000000455
1179.3,73,11.299999999999955
1178.7,73,10.700000000000045
-1178.7,-74,5.2999999999999545
-1179.3,-74,4.7000000000000455
1180.3,73,12.299999999999955
1179.7,73,11.700000000000045
-1179.7,-74,4.2999999999999545
-1180.3,-74,3.7000000000000455
1181.3,73,13.299999999999955
1180.7,73,12.700000000000045
-1180.7,-74,3.2999999999999545
-1181.3,-74,2.7000000000000455
1182.3,73,14.299999999999955
1181.7,73,13.700000000000045
-1181.7,-74,2.2999999999999545
-1182.3,-74,1.7000000000000455
1183.3,73,15.299999999999955
1182.7,73,14.700000000000045
-1182.7,-74,1.2999999999999545
-1183.3,-74,0.7000000000000455
1184.3,74,0.2999999999999545
1183.7,73,15.700000000000045
-1183.7,-74,0.2999999999999545
-1184.3,-75,15.700000000000045
1185.3,74,1.2999999999999545
1184.7,74,0.7000000000000455
-1184.7,-75,15.299999999999955
-1185.3,-75,14.700000000000045
1186.3,74,2.2999999999999545
1185.7,74,1.7000000000000455
-1185.7,-75,14.299999999999955
-1186.3,-75,13.700000000000045
1187.3,74,3.2999999999999545
1186.7,74,2.7000000000000455
-1186.7,-75,13.299999999999955
-1187.3,-75,12.700000000000045
1188.3,74,4.2999999999999545
1187.7,74,3.7000000000000455
-1187.7,-75,12.299999999999955
-1188.3,-75,11.700000000000045
1189.3,74,5.2999999999999545
1188.7,74,4.7000000000000455
-1188.7,-75,11.299999999999955
-1189.3,-75,10.700000000000045
1190.3,74,6.2999999999999545
1189.7,74,5.7000000000000455
-1189.7,-75,10.299999999999955
-1190.3,-75,9.700000000000045
1191.3,74,7.2999999999999545
1190.7,74,6.7000000000000455
-1190.7,-75,9.299999999999955
-1191.3,-75,8.700000000000045
1192.3,74,8.299999999999955
1191.7,74,7.7000000000000455
-1191.7,-75,8.299999999999955
-1192.3,-75,7.7000000000000455
1193.3,74,9.299999999999955
1192.7,74,8.700000000000045
-1192.7,-75,7.2999999999999545
-1193.3,-75,6.7000000000000455
1194.3,74,10.299999999999955
1193.7,74,9.700000000000045
-1193.7,-75,6.2999999999999545
-1194.3,-75,5.7000000000000455
1195.3,74,11.299999999999955
1194.7,74,10.700000000000045
-1194.7,-75,5.2999999999999545
-1195.3,-75,4.7000000000000455
1196.3,74,12.299999999999955
1195.7,74,11.700000000000045
-1195.7,-75,4.2999999999999545
-1196.3,-75,3.7000000000000455
1197.3,74,13.299999999999955
1196.7,74,12.700000000000045
-1196.7,-75,3.2999999999999545
-1197.3,-75,2.7000000000000455
1198.3,74,14.299999999999955
1197.7,74,13.700000000000045
-1197.7,-75,2.2999999999999545
-1198.3,-75,1.7000000000000455
1199.3,74,15.299999999999955
1198.7,74,14.700000000000045
-1198.7,-75,1.2999999999999545
-1199.3,-75,0.7000000000000455
1200.3,75,0.2999999999999545
1199.7,74,15.700000000000045
-1199.7,-75,0.2999999999999545
-1200.3,-76,15.700000000000045
1201.3,75,1.2999999999999545
1200.7,75,0.7000000000000455
-1200.7,-76,15.299999999999955
-1201.3,-76,14.700000000000045
1202.3,75,2.2999999999999545
1201.7,75,1.7000000000000455
-1201.7,-76,14.299999999999955
-1202.3,-76,13.700000000000045
1203.3,75,3.2999999999999545
1202.7,75,2.7000000000000455
-1202.7,-76,13.299999999999955
-1203.3,-76,12.700000000000045
1204.3,75,4.2999999999999545
1203.7,75,3.7000000000000455
-1203.7,-76,12.299999999999955
-1204.3,-76,11.700000000000045
1205.3,75,5.2999999999999545
1204.7,75,4.7000000000000455
-1204.7,-76,11.299999999999955
-1205.3,-76,10.700000000000045
1206.3,75,6.2999999999999545
1205.7,75,5.7000000000000455
-1205.7,-76,10.299999999999955
-1206.3,-76,9.700000000000045
1207.3,75,7.2999999999999545
1206.7,75,6.7000000000000455
-1206.7,-76,9.299999999999955
-1207.3,-76,8.700000000000045
1208.3,75,8.299999999999955
1207.7,75,7.7000000000000455
-1207.7,-76,8.299999999999955
-1208.3,-76,7.7000000000000455
1209.3,75,9.299999999999955
1208.7,75,8.700000000000045
-1208.7,-76,7.2999999999999545
-1209.3,-76,6.7000000000000455
1210.3,75,10.299999999999955
1209.7,75,9.700000000000045
-1209.7,-76,6.2999999999999545
-1210.3,-76,5.7000000000000455
1211.3,75,11.299999999999955
1210.7,75,10.700000000000045
-1210.7,-76,5.2999999999999545
-1211.3,-76,4.7000000000000455
1212.3,75,12.299999999999955
1211.7,75,11.700000000000045
-1211.7,-76,4.2999999999999545
-1212.3,-76,3.7000000000000455
1213.3,75,13.299999999999955
1212.7,75,12.700000000000045
-1212.7,-76,3.2999999999999545
-1213.3,-76,2.7000000000000455
1214.3,75,14.299999999999955
1213.7,75,13.700000000000045
-1213.7,-76,2.2999999999999545
-1214.3,-76,1.7000000000000455
1215.3,75,15.299999999999955
1214.7,75,14.700000000000045
-1214.7,-76,1.2999999999999545
-1215.3,-76,0.7000000000000455
1216.3,76,0.2999999999999545
1215.7,75,15.700000000000045
-1215.7,-76,0.2999999999999545
-1216.3,-77,15.700000000000045
1217.3,76,1.2999999999999545
1216.7,76,0.7000000000000455
-1216.7,-77,15.299999999999955
-1217.3,-77,14.700000000000045
1218.3,76,2.2999999999999545
1217.7,76,1.7000000000000455
-1217.7,-77,14.299999999999955
-1218.3,-77,13.700000000000045
1219.3,76,3.2999999999999545
1218.7,76,2.7000000000000455
-1218.7,-77,13.299999999999955
-1219.3,-77,12.700000000000045
1220.3,76,4.2999999999999545
1219.7,76,3.7000000000000455
-1219.7,-77,12.299999999999955
-1220.3,-77,11.700000000000045
1221.3,76,5.2999999999999545
1220.7,76,4.7000000000000455
-1220.7,-77,11.299999999999955
-1221.3,-77,10.700000000000045
1222.3,76,6.2999999999999545
1221.7,76,5.7000000000000455
-1221.7,-77,10.299999999999955
-1222.3,-77,9.700000000000045
1223.3,76,7.2999999999999545
1222.7,76,6.7000000000000455
-1222.7,-77,9.299999999999955
-1223.3,-77,8.700000000000045
1224.3,76,8.299999999999955
1223.7,76,7.7000000000000455
-1223.7,-77,8.299999999999955
-1224.3,-77,7.7000000000000455
1225.3,76,9.299999999999955
1224.7,76,8.700000000000045
-1224.7,-77,7.2999999999999545
-1225.3,-77,6.7000000000000455
1226.3,76,10.299999999999955
1225.7,76,9.700000000000045
-1225.7,-77,6.2999999999999545
-1226.3,-77,5.7000000000000455
1227.3,76,11.299999999999955
1226.7,76,10.700000000000045
-1226.7,-77,5.2999999999999545
-1227.3,-77,4.7000000000000455
1228.3,76,12.299999999999955
1227.7,76,11.700000000000045
-1227.7,-77,4.2999999999999545
-1228.3,-77,3.7000000000000455
1229.3,76,13.299999999999955
1228.7,76,12.700000000000045
-1228.7,-77,3.2999999999999545
-1229.3,-77,2.7000000000000455
1230.3,76,14.299999999999955
1229.7,76,13.700000000000045
-1229.7,-77,2.2999999999999545
-1230.3,-77,1.7000000000000455
1231.3,76,15.299999999999955
1230.7,76,14.700000000000045
-1230.7,-77,1.2999999999999545
-1231.3,-77,0.7000000000000455
1232.3,77,0.2999999999999545
1231.7,76,15.700000000000045
-1231.7,-77,0.2999999999999545
-1232.3,-78,15.700000000000045
1233.3,77,1.2999999999999545
1232.7,77,0.7000000000000455
-1232.7,-78,15.299999999999955
-1233.3,-78,14.700000000000045
1234.3,77,2.2999999999999545
1233.7,77,1.7000000000000455
-1233.7,-78,14.299999999999955
-1234.3,-78,13.700000000000045
1235.3,77,3.2999999999999545
1234.7,77,2.7000000000000455
-1234.7,-78,13.299999999999955
-1235.3,-78,12.700000000000045
1236.3,77,4.2999999999999545
1235.7,77,3.7000000000000455
-1235.7,-78,12.299999999999955
-1236.3,-78,11.700000000000045
1237.3,77,5.2999999999999545
1236.7,77,4.7000000000000455
-1236.7,-78,11.299999999999955
-1237.3,-78,10.700000000000045
1238.3,77,6.2999999999999545
1237.7,77,5.7000000000000455
-1237.7,-78,10.299999999999955
-1238.3,-78,9.700000000000045
1239.3,77,7.2999999999999545
1238.7,77,6.7000000000000455
-1238.7,-78,9.299999999999955
-1239.3,-78,8.700000000000045
1240.3,77,8.299999999999955
1239.7,77,7.7000000000000455
-1239.7,-78,8.299999999999955
-1240.3,-78,7.7000000000000455
1241.3,77,9.299999999999955
1240.7,77,8.700000000000045
-1240.7,-78,7.2999999999999545
-1241.3,-78,6.7000000000000455
1242.3,77,10.299999999999955
1241.7,77,9.700000000000045
-1241.7,-78,6.2999999999999545
-1242.3,-78,5.7000000000000455
1243.3,77,11.299999999999955
1242.7,77,10.700000000000045
-1242.7,-78,5.2999999999999545
-1243.3,-78,4.7000000000000455
1244.3,77,12.299999999999955
1243.7,77,11.700000000000045
-1243.7,-78,4.2999999999999545
-1244.3,-78,3.7000000000000455
1245.3,77,13.299999999999955
1244.7,77,12.700000000000045
-1244.7,-78,3.2999999999999545
-1245.3,-78,2.7000000000000455
1246.3,77,14.299999999999955
1245.7,77,13.700000000000045
-1245.7,-78,2.2999999999999545
-1246.3,-78,1.7000000000000455
1247.3,77,15.299999999999955
1246.7,77,14.700000000000045
-1246.7,-78,1.2999999999999545
-1247.3,-78,0.7000000000000455
1248.3,78,0.2999999999999545
1247.7,77,15.700000000000045
-1247.7,-78,0.2999999999999545
-1248.3,-79,15.700000000000045
1249.3,78,1.2999999999999545
1248.7,78,0.7000000000000455
-1248.7,-79,15.299999999999955
-1249.3,-79,14.700000000000045
1250.3,78,2.2999999999999545
1249.7,78,1.7000000000000455
-1249.7,-79,14.299999999999955
-1250.3,-79,13.700000000000045
1251.3,78,3.2999999999999545
1250.7,78,2.7000000000000455
-1250.7,-79,13.299999999999955
-1251.3,-79,12.700000000000045
1252.3,78,4.2999999999999545
1251.7,78,3.7000000000000455
-1251.7,-79,12.299999999999955
-1252.3,-79,11.700000000000045
1253.3,78,5.2999999999999545
1252.7,78,4.7000000000000455
-1252.7,-79,11.299999999999955
-1253.3,-79,10.700000000000045
1254.3,78,6.2999999999999545
1253.7,78,5.7000000000000455
-1253.7,-79,10.299999999999955
-1254.3,-79,9.700000000000045
1255.3,78,7.2999999999999545
1254.7,78,6.7000000000000455
-1254.7,-79,9.299999999999955
-1255.3,-79,8.700000000000045
1256.3,78,8.299999999999955
1255.7,78,7.7000000000000455
-1255.7,-79,8.299999999999955
-1256.3,-79,7.7000000000000455
1257.3,78,9.299999999999955
1256.7,78,8.700000000000045
-1256.7,-79,7.2999999999999545
-1257.3,-79,6.7000000000000455
1258.3,78,10.299999999999955
1257.7,78,9.700000000000045
-1257.7,-79,6.2999999999999545
-1258.3,-79,5.7000000000000455
1259.3,78,11.299999999999955
1258.7,78,10.700000000000045
-1258.7,-79,5.2999999999999545
-1259.3,-79,4.7000000000000455
1260.3,78,12.299999999999955
1259.7,78,11.700000000000045
-1259.7,-79,4.2999999999999545
-1260.3,-79,3.7000000000000455
1261.3,78,13.299999999999955
1260.7,78,12.700000000000045
-1260.7,-79,3.2999999999999545
-1261.3,-79,2.7000000000000455
1262.3,78,14.299999999999955
1261.7,78,13.700000000000045
-1261.7,-79,2.2999999999999545
-1262.3,-79,1.7000000000000455
1263.3,78,15.299999999999955
1262.7,78,14.700000000000045
-1262.7,-79,1.2999999999999545
-1263.3,-79,0.7000000000000455
1264.3,79,0.2999999999999545
1263.7,78,15.700000000000045
-1263.7,-79,0.2999999999999545
-1264.3,-80,15.700000000000045
1265.3,79,1.2999999999999545
1264.7,79,0.7000000000000455
-1264.7,-80,15.299999999999955
-1265.3,-80,14.700000000000045
1266.3,79,2.2999999999999545
1265.7,79,1.7000000000000455
-1265.7,-80,14.299999999999955
-1266.3,-80,13.700000000000045
1267.3,79,3.2999999999999545
1266.7,79,2.7000000000000455
-1266.7,-80,13.299999999999955
-1267.3,-80,12.700000000000045
1268.3,79,4.2999999999999545
1267.7,79,3.7000000000000455
-1267.7,-80,12.299999999999955
-1268.3,-80,11.700000000000045
1269.3,79,5.2999999999999545
1268.7,79,4.7000000000000455
-1268.7,-80,11.299999999999955
-1269.3,-80,10.700000000000045
1270.3,79,6.2999999999999545
1269.7,79,5.7000000000000455
-1269.7,-80,10.299999999999955
-1270.3,-80,9.700000000000045
1271.3,79,7.2999999999999545
1270.7,79,6.7000000000000455
-1270.7,-80,9.299999999999955
-1271.3,-80,8.700000000000045
1272.3,79,8.299999999999955
1271.7,79,7.7000000000000455
-1271.7,-80,8.299999999999955
-1272.3,-80,7.7000000000000455
1273.3,79,9.299999999999955
1272.7,79,8.700000000000045
-1272.7,-80,7.2999999999999545
-1273.3,-80,6.7000000000000455
1274.3,79,10.299999999999955
1273.7,79,9.700000000000045
-1273.7,-80,6.2999999999999545
-1274.3,-80,5.7000000000000455
1275.3,79,11.299999999999955
1274.7,79,10.700000000000045
-1274.7,-80,5.2999999999999545
-1275.3,-80,4.7000000000000455
1276.3,79,12.299999999999955
1275.7,79,11.700000000000045
-1275.7,-80,4.2999999999999545
-1276.3,-80,3.7000000000000455
1277.3,79,13.299999999999955
1276.7,79,12.700000000000045
-1276.7,-80,3.2999999999999545
-1277.3,-80,2.7000000000000455
1278.3,79,14.299999999999955
1277.7,79,13.700000000000045
-1277.7,-80,2.2999999999999545
-1278.3,-80,1.7000000000000455
1279.3,79,15.299999999999955
1278.7,79,14.700000000000045
-1278.7,-80,1.2999999999999545
-1279.3,-80,0.7000000000000455
1280.3,80,0.2999999999999545
1279.7,79,15.700000000000045
-1279.7,-80,0.2999999999999545
-1280.3,-81,15.700000000000045
1281.3,80,1.2999999999999545
1280.7,80,0.7000000000000455
-1280.7,-81,15.299999999999955
-1281.3,-81,14.700000000000045
1282.3,80,2.2999999999999545
1281.7,80,1.7000000000000455
-1281.7,-81,14.299999999999955
-1282.3,-81,13.700000000000045
1283.3,80,3.2999999999999545
1282.7,80,2.7000000000000455
-1282.7,-81,13.299999999999955
-1283.3,-81,12.700000000000045
1284.3,80,4.2999999999999545
1283.7,80,3.7000000000000455
-1283.7,-81,12.299999999999955
-1284.3,-81,11.700000000000045
1285.3,80,5.2999999999999545
1284.7,80,4.7000000000000455
-1284.7,-81,11.299999999999955
-1285.3,-81,10.700000000000045
1286.3,80,6.2999999999999545
1285.7,80,5.7000000000000455
-1285.7,-81,10.299999999999955
-1286.3,-81,9.700000000000045
1287.3,80,7.2999999999999545
1286.7,80,6.7000000000000455
-1286.7,-81,9.299999999999955
-1287.3,-81,8.700000000000045
1288.3,80,8.299999999999955
1287.7,80,7.7000000000000455
-1287.7,-81,8.299999999999955
-1288.3,-81,7.7000000000000455
1289.3,80,9.299999999999955
1288.7,80,8.700000000000045
-1288.7,-81,7.2999999999999545
-1289.3,-81,6.7000000000000455
1290.3,80,10.299999999999955
1289.7,80,9.700000000000045
-1289.7,-81,6.2999999999999545
-1290.3,-81,5.7000000000000455
1291.3,80,11.299999999999955
1290.7,80,10.700000000000045
-1290.7,-81,5.2999999999999545
-1291.3,-81,4.7000000000000455
1292.3,80,12.299999999999955
1291.7,80,11.700000000000045
-1291.7,-81,4.2999999999999545
-1292.3,-81,3.7000000000000455
1293.3,80,13.299999999999955
1292.7,80,12.700000000000045
-1292.7,-81,3.2999999999999545
-1293.3,-81,2.7000000000000455
1294.3,80,14.299999999999955
1293.7,80,13.700000000000045
-1293.7,-81,2.2999999999999545
-1294.3,-81,1.7000000000000455
1295.3,80,15.299999999999955
1294.7,80,14.700000000000045
-1294.7,-81,1.2999999999999545
-1295.3,-81,0.7000000000000455
1296.3,81,0.2999999999999545
1295.7,80,15.700000000000045
-1295.7,-81,0.2999999999999545
-1296.3,-82,15.700000000000045
1297.3,81,1.2999999999999545
1296.7,81,0.7000000000000455
-1296.7,-82,15.299999999999955
-1297.3,-82,14.700000000000045
1298.3,81,2.2999999999999545
1297.7,81,1.7000000000000455
-1297.7,-82,14.299999999999955
-1298.3,-82,13.700000000000045
1299.3,81,3.2999999999999545
1298.7,81,2.7000000000000455
-1298.7,-82,13.299999999999955
-1299.3,-82,12.700000000000045
1300.3,81,4.2999999999999545
1299.7,81,3.7000000000000455
-1299.7,-82,12.299999999999955
-1300.3,-82,11.700000000000045
1301.3,81,5.2999999999999545
1300.7,81,4.7000000000000455
-1300.7,-82,11.299999999999955
-1301.3,-82,10.700000000000045
1302.3,81,6.2999999999999545
1301.7,81,5.7000000000000455
-1301.7,-82,10.299999999999955
-1302.3,-82,9.700000000000045
1303.3,81,7.2999999999999545
1302.7,81,6.7000000000000455
-1302.7,-82,9.299999999999955
-1303.3,-82,8.700000000000045
1304.3,81,8.299999999999955
1303.7,81,7.7000000000000455
-1303.7,-82,8.299999999999955
-1304.3,-82,7.7000000000000455
1305.3,81,9.299999999999955
1304.7,81,8.700000000000045
-1304.7,-82,7.2999999999999545
-1305.3,-82,6.7000000000000455
1306.3,81,10.299999999999955
1305.7,81,9.700000000000045
-1305.7,-82,6.2999999999999545
-1306.3,-82,5.7000000000000455
1307.3,81,11.299999999999955
1306.7,81,10.700000000000045
-1306.7,-82,5.2999999999999545
-1307.3,-82,4.7000000000000455
1308.3,81,12.299999999999955
1307.7,81,11.700000000000045
-1307.7,-82,4.2999999999999545
-1308.3,-82,3.7000000000000455
1309.3,81,13.299999999999955
1308.7,81,12.700000000000045
-1308.7,-82,3.2999999999999545
-1309.3,-82,2.7000000000000455
1310.3,81,14.299999999999955
1309.7,81,13.700000000000045
-1309.7,-82,2.2999999999999545
-1310.3,-82,1.7000000000000455
1311.3,81,15.299999999999955
1310.7,81,14.700000000000045
-1310.7,-82,1.2999999999999545
-1311.3,-82,0.7000000000000455
1312.3,82,0.2999999999999545
1311.7,81,15.700000000000045
-1311.7,-82,0.2999999999999545
-1312.3,-83,15.700000000000045
1313.3,82,1.2999999999999545
1312.7,82,0.7000000000000455
-1312.7,-83,15.299999999999955
-1313.3,-83,14.700000000000045
1314.3,82,2.2999999999999545
1313.7,82,1.7000000000000455
-1313.7,-83,14.299999999999955
-1314.3,-83,13.700000000000045
1315.3,82,3.2999999999999545
1314.7,82,2.7000000000000455
-1314.7,-83,13.299999999999955
-1315.3,-83,12.700000000000045
1316.3,82,4.2999999999999545
1315.7,82,3.7000000000000455
-1315.7,-83,12.299999999999955
-1316.3,-83,11.700000000000045
1317.3,82,5.2999999999999545
1316.7,82,4.7000000000000455
-1316.7,-83,11.299999999999955
-1317.3,-83,10.700000000000045
1318.3,82,6.2999999999999545
1317.7,82,5.7000000000000455
-1317.7,-83,10.299999999999955
-1318.3,-83,9.700000000000045
1319.3,82,7.2999999999999545
1318.7,82,6.7000000000000455
-1318.7,-83,9.299999999999955
-1319.3,-83,8.700000000000045
1320.3,82,8.299999999999955
1319.7,82,7.7000000000000455
-1319.7,-83,8.299999999999955
-1320.3,-83,7.7000000000000455
1321.3,82,9.299999999999955
1320.7,82,8.700000000000045
-1320.7,-83,7.2999999999999545
-1321.3,-83,6.7000000000000455
1322.3,82,10.299999999999955
1321.7,82,9.700000000000045
-1321.7,-83,6.2999999999999545
-1322.3,-83,5.7000000000000455
1323.3,82,11.299999999999955
1322.7,82,10.700000000000045
-1322.7,-83,5.2999999999999545
-1323.3,-83,4.7000000000000455
1324.3,82,12.299999999999955
1323.7,82,11.700000000000045
-1323.7,-83,4.2999999999999545
-1324.3,-83,3.7000000000000455
1325.3,82,13.299999999999955
1324.7,82,12.700000000000045
-1324.7,-83,3.2999999999999545
-1325.3,-83,2.7000000000000455
1326.3,82,14.299999999999955
1325.7,82,13.700000000000045
-1325.7,-83,2.2999999999999545
-1326.3,-83,1.7000000000000455
1327.3,82,15.299999999999955
1326.7,82,14.700000000000045
-1326.7,-83,1.2999999999999545
-1327.3,-83,0.7000000000000455
1328.3,83,0.2999999999999545
1327.7,82,15.700000000000045
-1327.7,-83,0.2999999999999545
-1328.3,-84,15.700000000000045
1329.3,83,1.2999999999999545
1328.7,83,0.7000000000000455
-1328.7,-84,15.299999999999955
-1329.3,-84,14.700000000000045
1330.3,83,2.2999999999999545
1329.7,83,1.7000000000000455
-1329.7,-84,14.299999999999955
-1330.3,-84,13.700000000000045
1331.3,83,3.2999999999999545
1330.7,83,2.7000000000000455
-1330.7,-84,13.299999999999955
-1331.3,-84,12.700000000000045
1332.3,83,4.2999999999999545
1331.7,83,3.7000000000000455
-1331.7,-84,12.299999999999955
-1332.3,-84,11.700000000000045
1333.3,83,5.2999999999999545
1332.7,83,4.7000000000000455
-1332.7,-84,11.299999999999955
-1333.3,-84,10.700000000000045
1334.3,83,6.2999999999999545
1333.7,83,5.7000000000000455
-1333.7,-84,10.299999999999955
-1334.3,-84,9.700000000000045
1335.3,83,7.2999999999999545
1334.7,83,6.7000000000000455
-1334.7,-84,9.299999999999955
-1335.3,-84,8.700000000000045
1336.3,83,8.299999999999955
1335.7,83,7.7000000000000455
-1335.7,-84,8.299999999999955
-1336.3,-84,7.7000000000000455
1337.3,83,9.299999999999955
1336.7,83,8.700000000000045
-1336.7,-84,7.2999999999999545
-1337.3,-84,6.7000000000000455
1338.3,83,10.299999999999955
1337.7,83,9.700000000000045
-1337.7,-84,6.2999999999999545
-1338.3,-84,5.7000000000000455
1339.3,83,11.299999999999955
1338.7,83,10.700000000000045
-1338.7,-84,5.2999999999999545
-1339.3,-84,4.7000000000000455
1340.3,83,12.299999999999955
1339.7,83,11.700000000000045
-1339.7,-84,4.2999999999999545
-1340.3,-84,3.7000000000000455
1341.3,83,13.299999999999955
1340.7,83,12.700000000000045
-1340.7,-84,3.2999999999999545
-1341.3,-84,2.7000000000000455
1342.3,83,14.299999999999955
1341.7,83,13.700000000000045
-1341.7,-84,2.2999999999999545
-1342.3,-84,1.7000000000000455
1343.3,83,15.299999999999955
1342.7,83,14.700000000000045
-1342.7,-84,1.2999999999999545
-1343.3,-84,0.7000000000000455
1344.3,84,0.2999999999999545
1343.7,83,15.700000000000045
-1343.7,-84,0.2999999999999545
-1344.3,-85,15.700000000000045
1345.3,84,1.2999999999999545
1344.7,84,0.7000000000000455
-1344.7,-85,15.299999999999955
-1345.3,-85,14.700000000000045
1346.3,84,2.2999999999999545
1345.7,84,1.7000000000000455
-1345.7,-85,14.299999999999955
-1346.3,-85,13.700000000000045
1347.3,84,3.2999999999999545
1346.7,84,2.7000000000000455
-1346.7,-85,13.299999999999955
-1347.3,-85,12.700000000000045
1348.3,84,4.2999999999999545
1347.7,84,3.7000000000000455
-1347.7,-85,12.299999999999955
-1348.3,-85,11.700000000000045
1349.3,84,5.2999999999999545
1348.7,84,4.7000000000000455
-1348.7,-85,11.299999999999955
-1349.3,-85,10.700000000000045
1350.3,84,6.2999999999999545
1349.7,84,5.7000000000000455
-1349.7,-85,10.299999999999955
-1350.3,-85,9.700000000000045
1351.3,84,7.2999999999999545
1350.7,84,6.7000000000000455
-1350.7,-85,9.299999999999955
-1351.3,-85,8.700000000000045
1352.3,84,8.299999999999955
1351.7,84,7.7000000000000455
-1351.7,-85,8.299999999999955
-1352.3,-85,7.7000000000000455
1353.3,84,9.299999999999955
1352.7,84,8.700000000000045
-1352.7,-85,7.2999999999999545
-1353.3,-85,6.7000000000000455
1354.3,84,10.299999999999955
1353.7,84,9.700000000000045
-1353.7,-85,6.2999999999999545
-1354.3,-85,5.7000000000000455
